unified_id,original_id,product_name,sentiment,opinion,score,date,source_file
234,,SkyView 4K Drone,positive,Works perfectly and looks great.,5.0,,opinions-DS.csv
235,,AquaPure Water Filter,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
236,,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,5.0,,opinions-DS.csv
237,,SmartWatch X10,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
238,,EcoHeat Portable Heater,positive,Super convenient and reliable.,5.0,,opinions-DS.csv
239,,SmartWatch X10,positive,Highly recommended!,5.0,,opinions-DS.csv
240,,LuminaDesk LED Lamp,positive,Amazing performance!,5.0,,opinions-DS.csv
241,,EcoHeat Portable Heater,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
242,,SmartWatch X10,positive,Absolutely love this product!,4.0,,opinions-DS.csv
243,,UltraSound Earbuds Pro,positive,Works perfectly and looks great.,4.0,,opinions-DS.csv
244,,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,,opinions-DS.csv
245,,SmartWatch X10,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
246,,LuminaDesk LED Lamp,positive,Works perfectly and looks great.,5.0,,opinions-DS.csv
247,,LuminaDesk LED Lamp,positive,Highly recommended!,4.0,,opinions-DS.csv
248,,SkyView 4K Drone,positive,Highly recommended!,5.0,,opinions-DS.csv
249,,AquaPure Water Filter,positive,Exceeded my expectations.,5.0,,opinions-DS.csv
250,,AeroCoffee Maker 3,positive,Highly recommended!,5.0,,opinions-DS.csv
251,,ThunderGaming Mouse GX,positive,I would definitely buy it again.,4.0,,opinions-DS.csv
252,,PureSound BT Speaker,positive,Fantastic value for the price.,4.0,,opinions-DS.csv
253,,SmartWatch X10,positive,Highly recommended!,4.0,,opinions-DS.csv
254,,PureSound BT Speaker,positive,I would definitely buy it again.,5.0,,opinions-DS.csv
255,,FreshBlend Mini Blender,positive,Exceeded my expectations.,5.0,,opinions-DS.csv
256,,AeroCoffee Maker 3,positive,I would definitely buy it again.,5.0,,opinions-DS.csv
257,,SkyView 4K Drone,positive,Absolutely love this product!,5.0,,opinions-DS.csv
258,,EcoHeat Portable Heater,positive,Absolutely love this product!,4.0,,opinions-DS.csv
259,,PureSound BT Speaker,positive,Amazing performance!,4.0,,opinions-DS.csv
260,,SmartWatch X10,positive,Fantastic value for the price.,4.0,,opinions-DS.csv
261,,SmartWatch X10,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
262,,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
263,,SmartWatch X10,positive,Highly recommended!,4.0,,opinions-DS.csv
264,,AeroCoffee Maker 3,positive,Amazing performance!,4.0,,opinions-DS.csv
265,,UltraSound Earbuds Pro,positive,Highly recommended!,4.0,,opinions-DS.csv
266,,AquaPure Water Filter,positive,Highly recommended!,4.0,,opinions-DS.csv
267,,FreshBlend Mini Blender,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
268,,AquaPure Water Filter,positive,Works perfectly and looks great.,5.0,,opinions-DS.csv
269,,UltraSound Earbuds Pro,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
270,,AeroCoffee Maker 3,positive,Fantastic value for the price.,4.0,,opinions-DS.csv
271,,FreshBlend Mini Blender,positive,Amazing performance!,5.0,,opinions-DS.csv
272,,AeroCoffee Maker 3,positive,Highly recommended!,5.0,,opinions-DS.csv
273,,FreshBlend Mini Blender,positive,Highly recommended!,4.0,,opinions-DS.csv
274,,SmartWatch X10,positive,Super convenient and reliable.,4.0,,opinions-DS.csv
275,,UltraSound Earbuds Pro,positive,Super convenient and reliable.,4.0,,opinions-DS.csv
276,,EcoHeat Portable Heater,positive,Highly recommended!,4.0,,opinions-DS.csv
277,,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,,opinions-DS.csv
278,,EcoHeat Portable Heater,positive,Works perfectly and looks great.,4.0,,opinions-DS.csv
279,,SmartWatch X10,positive,Exceeded my expectations.,5.0,,opinions-DS.csv
280,,ThunderGaming Mouse GX,positive,Super convenient and reliable.,5.0,,opinions-DS.csv
281,,AquaPure Water Filter,positive,Highly recommended!,4.0,,opinions-DS.csv
282,,ThunderGaming Mouse GX,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
283,,LuminaDesk LED Lamp,positive,Super convenient and reliable.,4.0,,opinions-DS.csv
284,,LuminaDesk LED Lamp,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
285,,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,,opinions-DS.csv
286,,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,,opinions-DS.csv
287,,LuminaDesk LED Lamp,positive,Absolutely love this product!,5.0,,opinions-DS.csv
288,,SkyView 4K Drone,positive,Great quality and easy to use.,4.0,,opinions-DS.csv
289,,SmartWatch X10,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
290,,LuminaDesk LED Lamp,positive,I would definitely buy it again.,4.0,,opinions-DS.csv
291,,SkyView 4K Drone,positive,One of the best purchases I've made.,4.0,,opinions-DS.csv
292,,SkyView 4K Drone,positive,I would definitely buy it again.,5.0,,opinions-DS.csv
293,,UltraSound Earbuds Pro,positive,Exceeded my expectations.,4.0,,opinions-DS.csv
294,,SmartWatch X10,positive,Fantastic value for the price.,4.0,,opinions-DS.csv
295,,AeroCoffee Maker 3,positive,I would definitely buy it again.,4.0,,opinions-DS.csv
296,,AeroCoffee Maker 3,positive,Fantastic value for the price.,5.0,,opinions-DS.csv
297,,AquaPure Water Filter,positive,Amazing performance!,4.0,,opinions-DS.csv
298,,PureSound BT Speaker,positive,Super convenient and reliable.,5.0,,opinions-DS.csv
299,,PureSound BT Speaker,positive,Amazing performance!,4.0,,opinions-DS.csv
300,,ThunderGaming Mouse GX,positive,Works perfectly and looks great.,4.0,,opinions-DS.csv
301,,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
302,,AquaPure Water Filter,negative,Unreliable and poorly made.,1.0,,opinions-DS.csv
303,,ThunderGaming Mouse GX,negative,Terrible performance.,0.0,,opinions-DS.csv
304,,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
305,,LuminaDesk LED Lamp,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
306,,AquaPure Water Filter,negative,Stopped working after a short time.,1.0,,opinions-DS.csv
307,,ThunderGaming Mouse GX,negative,Terrible performance.,2.0,,opinions-DS.csv
308,,AquaPure Water Filter,negative,Did not meet my expectations.,1.0,,opinions-DS.csv
309,,AeroCoffee Maker 3,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
310,,LuminaDesk LED Lamp,negative,Very disappointed with this product.,0.0,,opinions-DS.csv
311,,SkyView 4K Drone,negative,Terrible performance.,0.0,,opinions-DS.csv
312,,FreshBlend Mini Blender,negative,Terrible performance.,1.0,,opinions-DS.csv
313,,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
314,,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,,opinions-DS.csv
315,,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,opinions-DS.csv
316,,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,,opinions-DS.csv
317,,PureSound BT Speaker,negative,I wouldn't buy it again.,2.0,,opinions-DS.csv
318,,UltraSound Earbuds Pro,negative,Not worth the price.,2.0,,opinions-DS.csv
319,,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,,opinions-DS.csv
320,,SmartWatch X10,negative,Did not meet my expectations.,0.0,,opinions-DS.csv
321,,SkyView 4K Drone,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
322,,UltraSound Earbuds Pro,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
323,,SmartWatch X10,negative,Did not meet my expectations.,2.0,,opinions-DS.csv
324,,SkyView 4K Drone,negative,Unreliable and poorly made.,2.0,,opinions-DS.csv
325,,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,,opinions-DS.csv
326,,AquaPure Water Filter,negative,Very disappointed with this product.,1.0,,opinions-DS.csv
327,,PureSound BT Speaker,negative,Poor quality and difficult to use.,1.0,,opinions-DS.csv
328,,LuminaDesk LED Lamp,negative,Did not meet my expectations.,0.0,,opinions-DS.csv
329,,AquaPure Water Filter,negative,Poor quality and difficult to use.,1.0,,opinions-DS.csv
330,,EcoHeat Portable Heater,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
331,,LuminaDesk LED Lamp,negative,Definitely not recommended.,2.0,,opinions-DS.csv
332,,EcoHeat Portable Heater,negative,Terrible performance.,2.0,,opinions-DS.csv
333,,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
334,,AquaPure Water Filter,negative,Did not meet my expectations.,2.0,,opinions-DS.csv
335,,SkyView 4K Drone,negative,Poor quality and difficult to use.,1.0,,opinions-DS.csv
336,,FreshBlend Mini Blender,negative,Stopped working after a short time.,2.0,,opinions-DS.csv
337,,LuminaDesk LED Lamp,negative,Unreliable and poorly made.,0.0,,opinions-DS.csv
338,,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,opinions-DS.csv
339,,ThunderGaming Mouse GX,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
340,,UltraSound Earbuds Pro,negative,Did not meet my expectations.,0.0,,opinions-DS.csv
341,,PureSound BT Speaker,negative,Definitely not recommended.,0.0,,opinions-DS.csv
342,,ThunderGaming Mouse GX,negative,One of the worst purchases I've made.,2.0,,opinions-DS.csv
343,,UltraSound Earbuds Pro,negative,Stopped working after a short time.,2.0,,opinions-DS.csv
344,,SmartWatch X10,negative,I wouldn't buy it again.,1.0,,opinions-DS.csv
345,,EcoHeat Portable Heater,negative,Did not meet my expectations.,0.0,,opinions-DS.csv
346,,ThunderGaming Mouse GX,negative,Not worth the price.,2.0,,opinions-DS.csv
347,,AeroCoffee Maker 3,negative,I wouldn't buy it again.,1.0,,opinions-DS.csv
348,,UltraSound Earbuds Pro,negative,Terrible performance.,0.0,,opinions-DS.csv
349,,FreshBlend Mini Blender,negative,Terrible performance.,2.0,,opinions-DS.csv
350,,SmartWatch X10,negative,Very disappointed with this product.,1.0,,opinions-DS.csv
351,,AeroCoffee Maker 3,negative,Terrible performance.,0.0,,opinions-DS.csv
352,,SmartWatch X10,negative,Terrible performance.,0.0,,opinions-DS.csv
353,,UltraSound Earbuds Pro,negative,Unreliable and poorly made.,2.0,,opinions-DS.csv
354,,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,,opinions-DS.csv
355,,AeroCoffee Maker 3,negative,Definitely not recommended.,0.0,,opinions-DS.csv
356,,SmartWatch X10,negative,Stopped working after a short time.,0.0,,opinions-DS.csv
357,,PureSound BT Speaker,negative,Not worth the price.,1.0,,opinions-DS.csv
358,,FreshBlend Mini Blender,negative,Poor quality and difficult to use.,1.0,,opinions-DS.csv
359,,AeroCoffee Maker 3,negative,Poor quality and difficult to use.,0.0,,opinions-DS.csv
360,,SkyView 4K Drone,negative,One of the worst purchases I've made.,0.0,,opinions-DS.csv
361,,SkyView 4K Drone,negative,Poor quality and difficult to use.,0.0,,opinions-DS.csv
362,,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
363,,SmartWatch X10,negative,One of the worst purchases I've made.,2.0,,opinions-DS.csv
364,,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,,opinions-DS.csv
365,,LuminaDesk LED Lamp,negative,Did not meet my expectations.,2.0,,opinions-DS.csv
366,,UltraSound Earbuds Pro,negative,Not worth the price.,1.0,,opinions-DS.csv
367,,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
368,,SmartWatch X10,negative,I wouldn't buy it again.,0.0,,opinions-DS.csv
369,,FreshBlend Mini Blender,negative,I wouldn't buy it again.,2.0,,opinions-DS.csv
370,,PureSound BT Speaker,negative,Unreliable and poorly made.,0.0,,opinions-DS.csv
371,,EcoHeat Portable Heater,negative,Unreliable and poorly made.,0.0,,opinions-DS.csv
372,,LuminaDesk LED Lamp,negative,Very disappointed with this product.,2.0,,opinions-DS.csv
373,,ThunderGaming Mouse GX,negative,Stopped working after a short time.,2.0,,opinions-DS.csv
374,,SmartWatch X10,negative,I wouldn't buy it again.,2.0,,opinions-DS.csv
375,,SmartWatch X10,negative,Stopped working after a short time.,0.0,,opinions-DS.csv
376,,AeroCoffee Maker 3,negative,Stopped working after a short time.,1.0,,opinions-DS.csv
377,,AeroCoffee Maker 3,negative,One of the worst purchases I've made.,1.0,,opinions-DS.csv
378,,EcoHeat Portable Heater,negative,Terrible performance.,1.0,,opinions-DS.csv
379,,EcoHeat Portable Heater,negative,I wouldn't buy it again.,1.0,,opinions-DS.csv
380,,AeroCoffee Maker 3,negative,Not worth the price.,1.0,,opinions-DS.csv
381,,AquaPure Water Filter,negative,Terrible performance.,1.0,,opinions-DS.csv
382,,ThunderGaming Mouse GX,negative,Unreliable and poorly made.,1.0,,opinions-DS.csv
383,,EcoHeat Portable Heater,negative,Unreliable and poorly made.,1.0,,opinions-DS.csv
384,,EcoHeat Portable Heater,negative,Not worth the price.,2.0,,opinions-DS.csv
385,,PureSound BT Speaker,negative,I wouldn't buy it again.,1.0,,opinions-DS.csv
386,,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,,opinions-DS.csv
387,,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
388,,EcoHeat Portable Heater,negative,Unreliable and poorly made.,0.0,,opinions-DS.csv
389,,EcoHeat Portable Heater,negative,Definitely not recommended.,1.0,,opinions-DS.csv
390,,AquaPure Water Filter,negative,Very disappointed with this product.,2.0,,opinions-DS.csv
391,,UltraSound Earbuds Pro,negative,Did not meet my expectations.,1.0,,opinions-DS.csv
392,,AquaPure Water Filter,negative,Unreliable and poorly made.,0.0,,opinions-DS.csv
393,,LuminaDesk LED Lamp,negative,One of the worst purchases I've made.,1.0,,opinions-DS.csv
394,,UltraSound Earbuds Pro,negative,Poor quality and difficult to use.,2.0,,opinions-DS.csv
395,,SmartWatch X10,negative,Definitely not recommended.,2.0,,opinions-DS.csv
396,,PureSound BT Speaker,negative,Terrible performance.,2.0,,opinions-DS.csv
397,,ThunderGaming Mouse GX,negative,Poor quality and difficult to use.,1.0,,opinions-DS.csv
398,,SkyView 4K Drone,negative,Terrible performance.,2.0,,opinions-DS.csv
399,,SkyView 4K Drone,negative,I wouldn't buy it again.,2.0,,opinions-DS.csv
400,,LuminaDesk LED Lamp,negative,I wouldn't buy it again.,1.0,,opinions-DS.csv
401,1,Clair Obscur: Expedition 33 (PS5 Version),positive,There is good replay value thanks to optional content. I had a great time throughout.,4.0,2024-11-20,opinions_AP.csv
402,2,Clair Obscur: Expedition 33 (PS5 Version),positive,The attention to detail in the environments is remarkable. A wonderful example of quality in this genre.,5.0,2025-09-06,opinions_AP.csv
403,3,Clair Obscur: Expedition 33 (PS5 Version),positive,"Boss encounters feel challenging yet fair. Overall, a very enjoyable experience.",4.0,2025-07-18,opinions_AP.csv
404,4,Clair Obscur: Expedition 33 (PS5 Version),positive,The graphics look excellent on the PS5. It surpassed my expectations.,4.0,2025-01-31,opinions_AP.csv
405,5,Clair Obscur: Expedition 33 (PS5 Version),positive,"Combat feels smooth and responsive throughout. Overall, a very enjoyable experience.",4.0,2024-06-22,opinions_AP.csv
406,6,Clair Obscur: Expedition 33 (PS5 Version),positive,The level design is thoughtful and creative. I would gladly play it again.,5.0,2025-02-17,opinions_AP.csv
407,7,Clair Obscur: Expedition 33 (PS5 Version),positive,The level design is thoughtful and creative. It surpassed my expectations.,4.0,2024-08-12,opinions_AP.csv
408,8,Clair Obscur: Expedition 33 (PS5 Version),positive,Controls are intuitive and easy to get used to. A wonderful example of quality in this genre.,5.0,2025-04-05,opinions_AP.csv
